StockCode,Description,AvgPrice,TotalQuantitySold,UniqueCustomers
21207,skull and crossbones  garland,1.6312206572769952,3480,167
21208,pastel colour honeycomb fan,0.892077922077922,981,65
21209,multicolour honeycomb fan,0.9890476190476191,1354,66
21210,set of 72 retro spot paper  doilies,1.4501605995717346,14747,508
21211,set of 72 skull paper  doilies,1.4456756756756757,2321,139
21212,pack of 72 retro spot cake cases,0.5411928040672664,89850,1115
21213,pack of 72 skull cake cases,0.5392444821731749,38530,528
21214,set of 72 ivory paper doilies,1.4421259842519685,1884,106
21215,ivory paper cup cake cases,0.542972972972973,3985,127
21216,set 3 red spot tin teacoffeesugar,4.895330812854443,3487,269
21217,red spotty round cake tins,9.8512987012987,2683,423
21218,red spotty biscuit tin,3.7139527027027026,4715,313
21219,set4 badges balloon girl,1.2947115384615384,848,77
21220,set4 badges dogs,1.3228915662650602,516,65
21221,set4 badges cute creatures,1.2698360655737704,454,55
21222,set4 badges beetles,1.3496470588235294,530,70
21223,set4 badges woodland animal,1.2447222222222223,482,33
21224,set4 skull badges,1.2472985781990522,1956,140
21226,pocket mirror woodland,1.25,122,17
21228,pocket mirror glamorous,1.25,95,25
21231,sweetheart ceramic trinket box,1.2468948247078464,18488,500
21232,strawberry ceramic trinket box,1.2396950904392765,34935,689
21238,red spotty cup,0.846332863187588,8648,324
21239,pink  spotty cup,0.846025179856115,6480,266
21240,blue  spotty cup,0.8443082311733799,6778,287
21241,green spotty cup,0.8469907407407407,2140,129
21242,red spotty plate,1.6775384615384614,6475,289
21243,pink  spotty plate,1.676060606060606,5187,210
21244,blue  spotty plate,1.6769209809264303,4667,207
21245,green  spotty plate,1.6887596899224806,2434,146
21246,red spotty big bowl,4.939781021897811,622,99
21247,set of red salad servers,1.49,400,44
21248,door hanger  mum  dads room,1.4034090909090908,1008,106
21249,woodland  height chart stickers,2.9093121693121695,1559,156
21250,set of skull wall stickers,2.879245283018868,394,47
21251,dinosaur height chart sticker set,2.9334313725490198,546,91
21252,set of meadow  flower stickers,2.743125,161,14
21253,set of picture frame  stickers,2.866470588235294,225,41
21255,french bottle  lavender,1.6427272727272726,422,46
21256,french bottle brasserie des artist,1.6385714285714283,282,31
21257,victorian sewing box medium,7.93016620498615,1267,206
21258,victorian sewing box large,12.59304347826087,1229,186
21259,victorian sewing box small,5.924025270758123,2171,300
21260,first aid tin,3.239438202247191,3370,303
21261,green goose feather christmas tree,4.903488372093023,245,37
21262,white goose feather christmas tree,3.987037037037037,458,69
21263,green goose feather tree 60cm,2.3055555555555554,286,39
21264,white goose feather tree 60cm,3.0728070175438598,352,51
21265,pink goose feather tree 60cm,3.0928571428571425,315,26
21268,vintage blue tinsel reel,0.5839024390243903,383,31
21269,antique cream cutlery shelf,8.5,106,52
21270,antique cream cutlery cupboard,12.75,39,24
21272,salle de bain hook,1.2497021276595746,2179,167
21274,embossed heart 3 drawer shelf,12.73,159,61
21275,zinc top  2 door wooden shelf,11.137500000000001,242,45
21276,two embossed heart mini drawers,3.8785714285714286,676,24
21277,french style embossed heart cabinet,21.62625,45,36
21278,vintage kitchen print puddings,2.484285714285714,2695,63
21279,vintage kitchen print fruits,2.4678571428571425,3471,51
21280,vintage kitchen print vegetables,2.3264150943396227,3316,44
21281,vintage kitchen print seafood,2.3216216216216212,3644,34
21282,natural bark candle large,4.2076271186440675,337,49
21283,natural bark candle small,3.1847826086956523,491,59
21284,retro spot candle  small,1.308421052631579,1481,80
21285,retro spot candle  medium,1.7030136986301372,974,56
21286,retro spot candle  large,1.85955223880597,962,56
21287,scented velvet lounge candle,0.6630120481927712,4077,67
21288,stripey chocolate nesting boxes,2.7946153846153847,851,105
21289,large stripes chocolate gift bag,1.1598333333333335,1255,52
21291,small spotty chocolate gift bag,0.845,2359,95
21292,small stripes chocolate gift bag,0.7215853658536585,2437,69
21293,mirrored dove wall decoration,2.147209302325581,256,29
21294,etched glass coaster,0.8783050847457627,2130,83
21298,edwardian 2 drawer wall cabinet,19.37857142857143,52,14
21299,edwardian toilet roll unit,8.501724137931035,161,25
21300,antique edwardian dresser,16.13181818181818,52,11
21303,filigree wall mirror  antique white,12.55,92,24
21304,arched grey mirror,9.3375,84,16
21306,set4 daisy mirror magnets,1.0250877192982457,669,48
21307,set4 butterfly mirror magnets,1.7077777777777778,726,41
21309,louvre chalkboard,9.16,49,5
21311,set4 bird mirror magnets,1.125921052631579,682,62
21312,large chunky glass roman bowl,4.79,293,19
21313,glass heart tlight holder,0.8301538461538461,5823,173
21314,small glass heart trinket pot,2.086136680613668,10447,369
21316,small chunky glass roman  bowl,2.0011764705882356,669,33
21317,glass sphere candle stand medium,5.307575757575758,329,56
21318,glass chalice blue small,1.241025641025641,936,70
21319,glass chalice green  small,1.5241666666666667,474,44
21320,glass chalice green  large,2.2159459459459456,358,31
21321,glass chalice blue  large,2.480769230769231,108,10
21322,glass sphere candle stand large,4.273076923076923,299,12
21323,hanging medina lantern large,4.1685185185185185,704,46
21324,hanging medina lantern small,2.9269531250000003,938,101
21326,aged glass silver tlight holder,0.6413443830570903,17004,307
21327,skulls writing set,1.649406528189911,1512,212
21328,balloons  writing set,1.6662105263157894,1632,257
21329,dinosaurs  writing set,1.6639733333333333,1615,253
21330,woodland animal  writing set,1.6453488372093024,1357,101
21331,moroccan beaten metal dish large,11.839166666666666,104,23
21332,moroccan beaten metal mirror,9.473809523809523,262,36
21333,classic white frame,2.9439086294416246,1007,150
21335,library lamp,21.54090909090909,36,17
21336,gold washbag,2.715,1788,13
21337,silver washbag,2.95,30,7
21338,marakesh lantern small,5.7875000000000005,196,9
21339,marakesh lantern large,19.257692307692306,30,12
21340,classic metal birdcage plant holder,12.110182291666666,1702,249
21341,kasbah lantern with glass,4.623333333333334,56,15
21344,moroccan beaten metal dish,7.908333333333332,164,21
21348,pink spots chocolate nesting boxes,2.7655172413793103,816,91
21349,ivy heart wreath,6.7,492,113
21350,gingham heart wreath,2.9406976744186046,224,39
21351,cinammon  orange wreath,5.231751824817518,986,113
21352,eucalyptus  pinecone  wreath,4.174096385542168,742,77
21353,silver sleighbell  wreath,7.95,18,8
21354,toast its  best mum,1.2229411764705882,2401,123
21355,toast its  i love you,1.2429078014184398,3339,213
21356,toast its  fairy flower,1.227967032967033,1148,116
21357,toast its  dinosaur,1.246508875739645,1310,105
21358,toast its  happy birthday,1.2462025316455696,1026,130
21359,relax large wood letters,12.906521739130435,202,57
21360,joy large wood letters,9.241847826086955,433,81
21361,love large wood letters,12.707142857142857,519,181
21363,home small wood letters,4.95,911,224
21364,peace small wood letters,6.752638888888889,439,118
21365,mirrored wall art stars,1.5822580645161293,444,51
21366,mirrored wall art photo frames,4.231481481481482,153,24
21367,mirrored wall art gents,1.7422222222222221,196,37
21368,mirrored wall art ladies,1.2166666666666666,193,32
21369,mirrored wall art splodges,1.9852941176470589,128,15
21370,mirrored wall art foxy,5.32625,48,15
21371,mirrored wall art poppies,1.2841463414634147,368,33
21372,mirrored wall art table lamp,1.7413513513513514,141,28
21373,mirrored wall art snowflakes,1.0096491228070175,629,52
21374,mirrored wall art skulls,2.192622950819672,454,57
21375,large camphor wood field mushroom,4.798275862068966,93,26
21376,large  tall camphor wood toadstool,4.95,171,35
21377,small camphor wood field  mushroom,1.4783720930232558,444,37
21378,small tall camphor wood toadstool,1.5064912280701752,522,47
21379,camphor wood portobello mushroom,1.1488461538461539,541,43
21380,wooden happy birthday garland,2.9560917431192664,4877,325
21381,mini wooden happy birthday garland,1.6850387596899226,4893,234
21382,set4 spring flower decoration,1.8978260869565218,1132,78
21383,pack of 12 sticky bunnies,0.6484615384615384,1866,169
21384,ivory hanging decoration  butterfly,0.8477391304347826,1733,99
21385,ivory hanging decoration  heart,0.8522413793103448,10146,320
21386,ivory hanging decoration  egg,0.620919540229885,1097,72
21388,ivory hanging decoration  chicken,0.85,287,27
21389,ivory hanging decoration  bird,0.8493532338308457,2153,149
21390,filigris heart with butterfly,1.251943887775551,10622,280
21391,french emroidr lavender scent heart,1.4700000000000002,1292,113
21392,red spotty pudding bowl,1.852105263157895,7526,32
21393,blue  spotty pudding bowl,1.8674358974358973,5236,34
21394,red spotty beaker,0.6453030303030304,3961,100
21395,blue spotty beaker,0.7332,2932,79
21396,red spotty egg cup,1.2403389830508476,909,45
21397,blue  spotty egg cup,0.9724137931034482,2012,99
21398,red  spotty coffee  mug,1.351958762886598,2233,82
21399,blue  spotty  coffee mug,1.0846315789473684,2340,76
21400,red pudding spoon,0.22,1027,54
21401,blue pudding spoon,0.24717391304347824,1388,72
21402,red  egg  spoon,0.24524271844660192,1589,81
21403,blue egg  spoon,0.23055555555555554,2151,80
21407,brown check cat doorstop,4.216012084592145,1128,231
21408,spotty pink duck doorstop,4.1441726618705035,580,114
21410,country cottage  doorstop green,4.227722772277228,259,81
21411,gingham heart  doorstop red,4.09412109375,1943,358
21412,vintage gold tinsel reel,0.5914285714285714,233,33
21413,periwinkle tlight holder,1.2161764705882354,3134,25
21414,scallop shell soap dish,2.017142857142857,1614,17
21415,clam shell small,2.0151785714285717,320,41
21416,clam shell large,3.578333333333333,746,15
21417,cockle shell dish,1.915,424,41
21418,starfish soap dish,2.3544444444444443,161,24
21419,conch shell,3.4284615384615384,1252,12
21420,oyster trinket box,3.0415384615384613,114,21
21421,porcelain rose large,1.2353846153846153,1767,60
21422,porcelain rose small,0.8716666666666667,3056,71
21424,woodland storage box large,2.7686885245901642,782,51
21425,skulls storage box large,2.8817241379310348,450,41
21426,woodland storage box small,1.9141509433962265,962,44
21427,skulls storage box small,2.05472972972973,441,55
21428,set3 book box green gingham flower,4.186565934065935,2749,228
21429,red gingham rose jewellery box,1.7133802816901407,5930,418
21430,set3 red gingham rose storage box,3.705662650602409,4169,323
21431,green gingham flower jewellery box,1.6482300884955752,1412,167
21432,set of 3 cases woodland design,5.895414847161572,927,152
21437,24 hanging easter eggs floral tub,3.7344660194174755,654,88
21438,tub 24 hanging easter eggs spotty,3.726470588235294,360,33
21439,basket of toadstools,1.2488484848484849,2123,112
21440,12 mini toadstool pegs,1.25,465,72
21441,blue birdhouse decoration,0.7936904761904762,855,67
21442,green birdhouse decoration,0.771375,883,66
21443,olive chalet birdfeeder,3.6875,251,18
21444,blue chalet birdfeeder,3.6875,273,18
21445,12 pink rose peg place settings,1.2450434782608697,1458,88
21446,12 red rose peg place settings,1.246,1154,122
21447,12 ivory rose peg place settings,1.2467381974248928,2377,149
21448,12 daisy pegs in wood box,1.6500000000000001,895,132
21452,toadstool money box,2.9428994082840236,1763,228
21454,painted pink rabbit,0.85,619,78
21455,painted yellow wooden daisy,0.85,502,60
21456,2 picture book eggs easter chicks,1.239423076923077,718,42
21457,2 picture book eggs easter ducks,1.2385416666666667,663,45
21458,2 picture book eggs easter bunny,1.2403508771929825,718,51
21459,yellow easter egg hunt start post,1.9418918918918917,250,33
21460,green easter egg hunt start post,1.95,96,20
21461,blue easter egg hunt start post,1.95,77,17
21462,nursery abc painted letters,6.3780254777070065,397,131
21463,mirrored disco ball,5.789642857142858,1320,169
21464,disco ball rotator battery operated,4.2453271028037385,534,127
21465,pink flower crochet food cover,3.7685350318471333,695,117
21466,red flower crochet food cover,3.798298755186722,823,147
21467,cherry crochet food cover,3.7342056074766354,951,145
21468,butterfly crochet food cover,3.798099173553719,619,91
21469,polka dot raffia food cover,3.681306818181818,1091,130
21470,flower vine raffia food cover,3.782453531598513,1011,160
21471,strawberry raffia food cover,3.729039301310044,1225,165
21472,ladybird  bee raffia food cover,3.743248945147679,999,161
21473,sweetheart cream steel table rect,19.95,149,65
21474,sweetheart cream steel foldin bench,19.95,203,69
21476,steel sweetheart round table cream,14.883108108108107,127,53
21477,string of 20 rose lights,12.458108108108108,262,35
21478,silver skull hot water bottle,3.745324675324675,179,57
21479,white skull hot water bottle,3.8781432360742705,4538,410
21480,pink stripe hot water bottle,2.9192307692307695,245,35
21481,fawn blue hot water bottle,3.1203333333333334,7526,439
21482,mushroom blue hot water bottle,2.938321167883212,665,104
21484,chick grey hot water bottle,3.6218540145985405,4085,367
21485,red spot heart hot water bottle,4.9200885668276975,7257,657
21486,pink heart dots hot water bottle,3.628235294117647,841,127
21488,red white scarf  hot water bottle,3.897712418300654,2157,216
21489,blue white scarf hot water bottle,3.9500000000000006,16,6
21490,set of three 50s gift wraps,1.9105263157894736,598,36
21491,set of three vintage gift wraps,1.925892857142857,2827,184
21493,vintage design gift tags,0.85,247,22
21494,rotating leaves tlight holder,1.4743724696356275,2813,147
21495,skulls wrap,0.4181333333333333,12415,201
21497,fancy fonts birthday wrap,0.4176811594202898,17450,330
21498,red spots  wrap,0.41747183979974967,26672,454
21499,blue spots  wrap,0.41646288209606985,15025,302
21500,pink spots  wrap,0.41635991820040896,15850,301
21503,toybox  wrap,0.41875,1801,57
21504,skulls greeting card,0.4090526315789474,4838,158
21506,fancy font birthday card,0.4175824175824176,10430,310
21507,elephant birthday card,0.4225265392781316,7970,267
21508,vintage kid dolly card,0.4152078239608802,6472,215
21509,cowboys and indians birthday card,0.4177955911823647,8455,264
21518,bank account  greeting  card,0.4165714285714286,1016,58
21519,gin  tonic diet greeting card,0.4139588100686499,7017,181
21520,booze  women greeting card,0.4173529411764706,890,61
21523,fancy font home sweet home doormat,7.437077267637179,6564,357
21524,spotty  home sweet home doormat,7.536516966067865,5054,474
21527,retro spot traditional teapot,7.839457259158752,3226,352
21528,dairy maid traditional teapot,6.866511627906976,831,145
21529,retro spot ceramic toastrack,3.4239130434782608,462,94
21530,dairy maid ceramic toastrack,1.7614285714285716,916,99
21531,retro spot sugar jam bowl,2.5172859450726977,3879,324
21532,dairy maid sugar jam bowl,2.082692307692308,1372,58
